Datos que encuentra el metodo de Euler(variable ind.	 variable dep.	 numero de thread)
0.051522	 0.835371 	 
0.051585	 0.835433 	 
0.051648	 0.835495 	 
0.051711	 0.835557 	 
0.051773	 0.835619 	 
0.051836	 0.835681 	 
0.051899	 0.835743 	 
0.051962	 0.835805 	 
0.052025	 0.835867 	 
0.052088	 0.835929 	 
0.052150	 0.835991 	 
0.052213	 0.836053 	 
0.052276	 0.836115 	 
0.052339	 0.836178 	 
0.052402	 0.836240 	 
0.052465	 0.836302 	 
0.052527	 0.836364 	 
0.052590	 0.836426 	 
0.052653	 0.836488 	 
0.052716	 0.836550 	 
0.052779	 0.836612 	 
0.052842	 0.836674 	 
0.052904	 0.836736 	 
0.052967	 0.836798 	 
0.053030	 0.836861 	 
0.053093	 0.836923 	 
0.053156	 0.836985 	 
0.053219	 0.837047 	 
0.053281	 0.837109 	 
0.053344	 0.837171 	 
0.053407	 0.837233 	 
0.053470	 0.837295 	 
0.053533	 0.837358 	 
0.053596	 0.837420 	 
0.053658	 0.837482 	 
0.053721	 0.837544 	 
0.053784	 0.837606 	 
0.053847	 0.837668 	 
0.053910	 0.837730 	 
0.053973	 0.837792 	 
0.054035	 0.837855 	 
0.054098	 0.837917 	 
0.054161	 0.837979 	 
0.054224	 0.838041 	 
0.054287	 0.838103 	 
0.054350	 0.838165 	 
0.054412	 0.838228 	 
0.054475	 0.838290 	 
0.054538	 0.838352 	 
0.054601	 0.838414 	 
0.054664	 0.838476 	 
0.054727	 0.838538 	 
0.054789	 0.838601 	 
0.054852	 0.838663 	 
0.054915	 0.838725 	 
0.054978	 0.838787 	 
0.055041	 0.838849 	 
0.055104	 0.838912 	 
0.055166	 0.838974 	 
0.055229	 0.839036 	 
0.055292	 0.839098 	 
0.055355	 0.839160 	 
0.055418	 0.839222 	 
0.055481	 0.839285 	 
0.055543	 0.839347 	 
0.055606	 0.839409 	 
0.055669	 0.839471 	 
0.055732	 0.839534 	 
0.055795	 0.839596 	 
0.055858	 0.839658 	 
0.055920	 0.839720 	 
0.055983	 0.839782 	 
0.056046	 0.839845 	 
0.056109	 0.839907 	 
0.056172	 0.839969 	 
0.056235	 0.840031 	 
0.056297	 0.840094 	 
0.056360	 0.840156 	 
0.056423	 0.840218 	 
0.056486	 0.840280 	 
0.056549	 0.840343 	 
0.056611	 0.840405 	 
0.056674	 0.840467 	 
0.056737	 0.840529 	 
0.056800	 0.840592 	 
0.056863	 0.840654 	 
0.056926	 0.840716 	 
0.056988	 0.840778 	 
0.057051	 0.840841 	 
0.057114	 0.840903 	 
0.057177	 0.840965 	 
0.057240	 0.841027 	 
0.057303	 0.841090 	 
0.057365	 0.841152 	 
0.057428	 0.841214 	 
0.057491	 0.841277 	 
0.057554	 0.841339 	 
0.057617	 0.841401 	 
0.057680	 0.841463 	 
0.057742	 0.841526 	 
0.057805	 0.841588 	 
0.057868	 0.841650 	 
0.057931	 0.841713 	 
0.057994	 0.841775 	 
0.058057	 0.841837 	 
0.058119	 0.841900 	 
0.058182	 0.841962 	 
0.058245	 0.842024 	 
0.058308	 0.842086 	 
0.058371	 0.842149 	 
0.058434	 0.842211 	 
0.058496	 0.842273 	 
0.058559	 0.842336 	 
0.058622	 0.842398 	 
0.058685	 0.842460 	 
0.058748	 0.842523 	 
0.058811	 0.842585 	 
0.058873	 0.842647 	 
0.058936	 0.842710 	 
0.058999	 0.842772 	 
0.059062	 0.842834 	 
0.059125	 0.842897 	 
0.059188	 0.842959 	 
0.059250	 0.843021 	 
0.059313	 0.843084 	 
0.059376	 0.843146 	 
0.059439	 0.843209 	 
0.059502	 0.843271 	 
0.059565	 0.843333 	 
0.059627	 0.843396 	 
0.059690	 0.843458 	 
0.059753	 0.843520 	 
0.059816	 0.843583 	 
0.059879	 0.843645 	 
0.059942	 0.843707 	 
0.060004	 0.843770 	 
0.060067	 0.843832 	 
0.060130	 0.843895 	 
0.060193	 0.843957 	 
0.060256	 0.844019 	 
0.060319	 0.844082 	 
0.060381	 0.844144 	 
0.060444	 0.844207 	 
0.060507	 0.844269 	 
0.060570	 0.844331 	 
0.060633	 0.844394 	 
0.060696	 0.844456 	 
0.060758	 0.844519 	 
0.060821	 0.844581 	 
0.060884	 0.844643 	 
0.060947	 0.844706 	 
0.061010	 0.844768 	 
0.061073	 0.844831 	 
0.061135	 0.844893 	 
0.061198	 0.844956 	 
0.061261	 0.845018 	 
0.061324	 0.845080 	 
0.061387	 0.845143 	 
0.061450	 0.845205 	 
0.061512	 0.845268 	 
0.061575	 0.845330 	 
0.061638	 0.845393 	 
0.061701	 0.845455 	 
